DATE,yhat_lower,yhat_upper,CC Volume
2018-07-22,31.09616626772238,76.86371218708784,49.92032349076898
2018-07-23,274.4636897630526,674.0781514411789,428.1037590371306
2018-07-24,270.27082363369345,656.8761173023449,428.5216352108524
2018-07-25,256.42453526431063,632.8000234207203,411.40640543127694
2018-07-26,261.0022504530398,620.2995403821744,391.01376029358477
2018-07-27,247.89685927561325,582.8192208306507,382.9467054585332
2018-07-28,49.01525616513456,114.67391405520134,74.81529459486974
2018-07-29,32.214386728956676,78.79580387880952,49.72545845797083
2018-07-30,271.20389446181895,655.0958439377629,425.49732631243603
2018-07-31,278.5194798710105,657.009580425744,425.26990154163127
2018-08-01,263.2089116912587,606.5815439554041,407.9415920966898
2018-08-02,247.21233643829834,601.6296007590277,387.6368316911221
2018-08-03,245.35417702024847,580.5484785173294,379.7663041870214
2018-08-04,47.09848801008341,116.78866291893598,74.25234556808715
2018-08-05,32.40891933833617,74.91707827446677,49.406710224350626
2018-08-06,268.4291323924128,652.643012905576,423.3307616066942
2018-08-07,280.942639214931,643.1792193853196,423.69284219850203
2018-08-08,264.64176209048776,649.2987393226658,406.9618514533332
2018-08-09,245.62850003413413,605.7607739139212,387.12883864539606
2018-08-10,245.79960955888453,589.0361709025665,379.5520964563544
2018-08-11,48.49156030119024,111.45403588658606,74.23186572231415
2018-08-12,31.176853074122082,76.57072267487074,49.38014608422062
2018-08-13,277.3546719634902,648.3103272872679,422.7317960523275
2018-08-14,258.8681000967865,646.2112427545626,422.4462496496968
2018-08-15,255.5073911328267,591.184300084602,404.8777609928766
2018-08-16,251.42954060718262,600.4958751371845,384.0210689351118
2018-08-17,243.1295779133889,574.3773366753327,375.1928783057262
2018-08-18,47.72845683072762,112.98693120778346,73.08914459534229
2018-08-19,31.361324742580887,72.51892930675179,48.4110221337759
2018-08-20,265.3677789936066,646.1161094541388,412.574398101898
2018-08-21,262.988542725857,646.4691550736331,410.4365612329367
2018-08-22,257.3861285935538,611.6193254339647,391.6609813626529
2018-08-23,236.1251759413598,566.8187650258124,370.0521094237057
2018-08-24,233.62085611645597,557.5324534838567,360.3581894958258
2018-08-25,45.434874554569916,111.5116533033197,70.02322337049453
2018-08-26,30.049981975614944,72.47432856416782,46.3086574216689
2018-08-27,254.64718967192667,613.8398206388231,394.4953573262122
2018-08-28,247.29943822425423,604.1011021058968,392.7920680307244
2018-08-29,245.03056137785111,587.6123125643469,375.67106713458384
2018-08-30,230.00987279582995,548.760139165556,356.26793271454125
2018-08-31,224.059926189438,546.0402166130463,348.7496601138762
2018-09-01,42.92746634263257,106.22315884064459,68.22284732599728
2018-09-02,30.07099747167275,70.5010788902028,45.485613476735054
2018-09-03,241.89743004677885,603.7608311551012,391.15218883326264
2018-09-04,253.85087149119335,584.9399022421785,393.6027622154313
2018-09-05,252.35243471254816,598.0578747647997,380.80854654169195
2018-09-06,242.458980870878,560.9193181435519,365.5830209095659
2018-09-07,228.5996159823447,560.9189914828552,362.4265758689627
2018-09-08,45.34537163794556,109.48599642372943,71.81039049319472
2018-09-09,30.366189369115915,74.33327615054861,48.48371384477973
2018-09-10,271.5286231492902,644.424603332969,421.98711594836965
2018-09-11,279.66992863993124,677.6652916834217,429.40164780113923
2018-09-12,274.6709130766356,648.3165896934595,419.60609945417485
2018-09-13,258.8843861296376,610.1088115379384,406.2494516157346
2018-09-14,264.41640755622905,626.7505876609077,405.4314742986483
2018-09-15,51.22905947839499,122.5385066560894,80.70257222286489
2018-09-16,34.72790895787638,83.38355800292653,54.61645538562156
2018-09-17,309.88292213106985,754.8387022304812,475.35185038793134
2018-09-18,309.8865024564051,748.7776257967395,482.49250315287486
2018-09-19,301.1701167129649,751.342227482085,469.1280748119846
2018-09-20,287.02517629820295,699.6276220799998,450.8120056348971
2018-09-21,286.83378617581263,692.0184571614653,445.50369320125014
2018-09-22,56.33254508711696,136.44591099085713,87.62083517227322
2018-09-23,36.608620724911695,90.724812226748,58.47758658889997
2018-09-24,328.67518729332267,766.9208427062366,501.0918936317026
2018-09-25,324.46380033683926,762.0098572362433,500.1185401710841
2018-09-26,315.41822701735754,760.4927168150721,477.7173520712672
2018-09-27,289.6927421057056,693.1363513547926,450.7935075500301
2018-09-28,269.6364663644031,692.9035948280242,437.4620752953191
2018-09-29,55.33557038942904,129.40906153673902,84.53025174746926
2018-09-30,35.2862802004699,85.56684202108853,55.47829783030735
2018-10-01,308.9994116581839,732.040825749155,468.1577812997952
2018-10-02,293.9496236372285,713.1725130689091,460.9877123979542
